correct word,transliterated correct word,misspelled word,transliterated misspelled word,transliterated candidate word from spellchecker,candidate word from spellchecker,found correct word or not
ঘনিষ্ঠরা,ghanishthra,ঘনিষটরা,ghanishatra,"ghanishatra,",,no
প্রসঙ্গে,prasang,পরসঙ্গে,parasng,"parasng,",,no
স্পিকার,spikar,সপিকার,sapikar,"spikar,","স্পিকার, ",yes
প্রস্তাবে,prastave,পরস্তাবে,parastave,"prastave,","প্রস্তাবে, ",yes
সম্মতি,sammathi,সমতি,samati,"kamati,samani,samata,sumati,salati,samaiti,samari,sanmati,jamati,samapti,samarti,savati,","কমতি, সামনি, সমতা, সুমতি, সলাতই, সময়টি, সময়ই, সন্মতি, জামাটি, সমাপ্তি, সময়টির, সভাটি, ",no
মূল্যে,moolye,মূেলে,mule,"mule,","মূলে, ",no
ব্যবস্থাও,vyavasthao,বাবস্থাও,bavasthao,"avasthao,","অবস্থাও, ",no
হত্যালীলার,hatyalilar,হতাালীলার,hatalilar,"hatyalilar,","হত্যালীলার, ",yes
পাল্টে,psalte,পালতে,palte,"pale,salte,paltie,palke,palne,parte,palter,palta,talte,pate,balte,paltu,palate,palie,plate,paite,palt,psalte,patte,falte,palite,paate,","পলে, সলতে, পালটিয়ে, পলকে, পালনে, পারতে, পালটের, পাল্টা, টলতে, পটে, বলতে, পল্টু, পালাতে, পালিয়ে, প্লেট, পইতে, পালটে, পাল্টে, পাততে, ফলতে, পালাইতে, পাতে, ",yes
স্বাভাবিক,swabhavik,সাভাবিক,savavik,"savavik,",,no
টেস্ট,test,টেসত,tesat,"test,","টেস্টে, ",no
বন্ধুদের,bandhuder,বনধুদের,bandhuder,"bandhuder,","বন্ধুদের, ",yes
ঈশ্বরের,ishwarer,ঈশরের,ishrer,"ishper,","ইশপের, ",no
যুক্তিসিদ্ধ,yuktisiddh,যুকতিসিদ্ধ,yuktisiddh,"yuktisiddh,","যুক্তিসিদ্ধ, ",yes
নাস্তিক,nasthik,নাসতিক,nastik,"nastike,nasik,naitik,nasthik,aastik,","নাস্তিক্যে, নাৎসিকে, নৈতিক, নাস্তিক, আস্তিক, ",yes
সাক্ষ্য,saakshya,সাক্ক্য,sakkya,"sakhya,","সখ্য, ",no
ঈশ্বর,eshwar,ঈশর,ishar,"inhar,ishwar,shar,ashar,ihar,eshar,ishak,ushar,ishan,irshar,ishara,isha,ishap,","ইঁহার, ঈশ্বরে, শর, আশার, ইহার, এশার, ইসহাক, উষার, ঈশান, ঈর্ষার, ইশারায়, ইশা, ঈশপ, ",no
অসম্ভব,asambhava,অসবব,asabob,"asabob,",,no
ট্রান্সফরমেশনের,transpharmeshner,তরান্সফরমেশনের,taranspharmeshner,"transpharmeshner,","ট্রান্সফরমেশনের, ",yes
বঙ্গবন্ধুকে,bangabandhuke,বংগবন্ধুকে,bangabandhuke,"bangabandhuke,","বঙ্গবন্ধুকে, ",yes
ধানমন্ডির,dhanmandir,ধানমনদির,dhanmandir,"dhanmandir,","ধানমন্ডির, ",yes
নম্বর,nambar,নবর,nabar,"nabir,najar,natar,naar,narbar,jabar,abar,nasar,navar,nawar,nagar,nayar,kabar,sabar,babar,nahar,nabur,dabar,nambar,","নবীর, নজর, নটার, নার, নড়বার, জবর, আবার, নাসর, নাবার, নাওয়ার, নগর, নেয়ার, কবার, সবার, বাবার, নাহার, নেবুর, দাবার, নম্বর, ",yes
ভুক্তভোগীদের,bhuktavogider,ভুকতভোগীদের,bhukatvogider,"bhuktavogider,","ভুক্তভোগীদের, ",yes
নিচ্ছে,nicche,নিছে,niche,"niche,","নিচে, ",no
সম্পূর্ণ,sampoorn,সপূর্ণ,sapurna,"saspurna,","সস্পূর্ণ, ",no
নির্দেশনা,nirdeshna,নিরডেশনা,nirdeshna,"nirdeshna,","নির্দেশনা, ",yes
সম্মেলনের,sammelner,সমেলনের,samelner,"sammelner,","সম্মেলনের, ",yes
চন্দ্রিমা,chandrima,চনদ্রিমা,chandrima,"chandrima,","চন্দ্রিমা, ",yes
উদ্যান,udyan,উদাান,udan,"dan,ujan,udyan,udal,udant,udai,unan,udar,","ড্যান, উজান, উদ্যান, উড়াল, উড়ন্ত, উদয়, উনান, উদার, ",yes
পার্শ্ববর্তী,parshvabarti,পারশ্ববর্তী,parshwabarti,"parshvabarti,","পার্শ্ববর্তী, ",yes
অস্ত্র,astra,অসত্র,asatra,"asarta,astra,apatra,asata,asatya,","আসরটা, অস্ত্র, অপাত্র, আসাটা, অসত্য, ",yes
বিস্ফোরক,bisphork,বিসফোরক,bisphork,"bisphork,","বিস্ফোরক, ",yes
দ্রব্য,dravya,দরব্য,darvya,"dravya,darya,","দ্রব্য, দরিয়ায়, ",yes
ক্ষতিকারক,kshatikarak,খতিকারক,khatikarak,"kshatikarak,","ক্ষতিকারক, ",yes
পদার্থ,paxarth,পদারত,padarat,"padarai,padahat,","পাড়ারই, পদাহত, ",no
শোভাযাত্রা,shobhayatra,শোভাযাতরা,shobhayatra,"shobhayatra,","শোভাযাত্রা, ",yes
বিক্ষোভ,vikshov,বিক্কোভ,vikkov,"vikkov,",,no
নিষিদ্ধ,nishidh,নিষিদড,nishidad,"nishidad,",,no
সহকর্মীদের,sahakarmider,সহকরীদের,sahakarider,"sahakarmider,","সহকর্মীদের, ",yes
প্রতিবেশীরা,pratibeshira,পরতিবেশীরা,paratibeshira,"pratibeshira,","প্রতিবেশীরা, ",yes
উদ্ঘাটন,udghaton,উদঘাটন,udaghaton,"udghaton,","উদ্ঘাটন, ",yes
পরিদর্শক,paridarshak,পরিদরশক,paridarshak,"paridarshak,","পরিদর্শক, ",yes
রব্বানীর,rabbani,রবানীর,rabani,"rabbani,ramani,ranani,","রব্বানীর, রমণীর, রাঙানি, ",yes
সমর্থকরা,samarthakara,সমরটকরা,samartakara,"samarthakara,","সমর্থকরা, ",yes
ইচ্ছা,iccha,ইছা,icha,"iccha,micha,iha,cha,ich,isha,","ইচ্ছায়, মিছা, ইহা, চা, আইচ, ইশা, ",no
অভিযুক্তের,abhiyukter,অভিযুকতের,abhiyukter,"abhiyukter,","অভিযুক্তের, ",yes
বিশ্বাস,vishwas,বিশাস,vishas,"vishap,vishwas,vishad,vishan,visham,vishal,vishaps,vishay,","বিশপ, বিশ্বাস, বিষাদ, ভিশন, বিষম, বিশাল, বিশপ্‌স্‌, বিষয়ে, ",yes
পরিস্থিতিতে,paristhitite,পরিসটিতিতে,paristitite,"paristhitite,","পরিস্থিতিতে, ",yes
শব্দটিকে,shabdatike,শদটিকে,shadatike,"shabdatike,","শব্দটিকে, ",yes
পরিস্থিতিতেও,paristhitite,পরিসতিতিতেও,paristitite,"paristhitite,","পরিস্থিতিতে, ",no
প্রতিটি,pratity,পরতিটি,paratity,"pratity,","প্রতিটি, ",yes
ক্ষতিপূরণ,kshatipuran,খতিপূরণ,khatipooran,"khatipooran,",,no
ধর্মীয়,dharmian,ধরীয়,dhariya,"dhariwa,dharaiya,dhairya,dharya,chariya,jhariya,","ধরিয়া, ধরাইয়া, ধৈর্য, ধার্য, চাড়িয়া, ঝাড়িয়া, ",no
অধিকারসংক্রান্ত,adhikarsankrant,অধিকারসংকরান্ত,adhikarsankarant,"adhikarsankrant,","অধিকারসংক্রান্ত, ",yes
মোকদ্দমা,mokddama,মোকডদমা,mokddama,"mokddama,","মোকদ্দমা, ",yes
মূল্যমানের,mulyamaner,মূলামানের,mulamaner,"mulyamaner,","মূল্যমানের, ",yes
নিষ্পত্তি,nishpatti,নিষপত্তি,nishapatti,"nishpatti,","নিষ্পত্তি, ",yes
ফিল্ডারের,filderer,ফিলদারের,phildarer,"phildarer,",,no
শীতার্ত,shitarth,শীতারত,shitarat,"shitarat,",,no
স্বদেশের,swadesher,সদেশের,sadesher,"swadesher,sandesher,adesher,","স্বদেশের, সন্দেশের, আদেশের, ",yes
প্রতিবেশী,pratibeshi,পরতিবেশী,paratibeshi,"pratibeshi,","প্রতিবেশি, ",no
ব্যবস্থাকে,vyavasthake,বাবস্থাকে,bavasthake,"avasthake,","অবস্থাকে, ",no
জনবান্ধব,janvandhav,জনবানধব,janavandhav,"janvandhav,","জনবান্ধব, ",yes
আগ্রাসনের,agrasanar,আগরাসনের,agrasanar,"agrasanar,","আগ্রাসনের, ",yes
যুদ্ধে,yuddhe,যুদদে,yudadev,"yudadev,",,no
অবতীর্ণ,abatirn,অবতীরন,avatiran,"avataran,","অবতরণ, ",no
বিশ্বব্যাপী,vishwavyapi,বিশব্যাপী,vishavyapi,"vishwavyapi,","বিশ্বব্যাপী, ",yes
প্রস্তুতকারক,presentkarak,পরস্তুতকারক,parastutkarak,"parastutkarak,",,no
জার্মান,german,জারান,jaran,"jarman,jahan,jagran,jaman,japan,jarao,haran,jaray,laran,paran,karan,baran,jarano,maran,jaan,jara,jaras,saran,","জর্মান, জাহান, জাগরণ, জামান, জাপানে, জড়াও, হরণ, জড়ায়ে, লরাঁ, পরাণ, কারান, বরণ, জড়ানো, মরণ, জান, জরা, জড়াস, সরণ, ",no
জনস্বার্থে,janaswarth,জনসার্থে,jansarth,"jansarth,",,no
কোম্পানিকে,companyke,কোপানিকে,kopanike,"kopanike,",,no
নিজস্ব,nijasv,নিজস,nijas,"niras,niwas,nijar,nijasv,","নীরস, নিবাস, নিজৰ, নিজস্ব, ",yes
কোম্প্যানি,compani,কোপ্যানি,copani,"copni,compani,","কোপ্‌‌নি, কোম্প্যানি, ",yes
ন্যাটকো,natco,নাাটকো,natko,"natco,natio,natki,nato,nako,nauko,","ন্যাটকো, নাতিও, নাটকি, ন্যাটো, নাকো, নৌকো, ",yes
ফার্মা,pharma,ফারা,fara,"fata,farm,para,dara,kara,tara,fana,fera,bara,nara,fwara,gara,fary,hara,faraj,mara,ara,fala,fora,faram,jara,farsa,lara,sara,","ফাটা, ফার্ম, পরও, দারা, করা, তারা, ফণা, ফেরার, বাড়ায়, নাড়ায়, ফোয়ারার, গড়েছে, ফরয, হারায়, ফরজ, মারার, আরা, ফলা, ফোড়া, ফরম, জরা, ফরসা, লারা, সারা, ",no
নির্বাচনী,nirvachni,নিরাচনী,nirachni,"nirvachni,","নির্বাচনী, ",yes
বার্তা,varta,বারটা,barta,"barta,","বারটা, ",no
রেড্ডি,reddy,রেদদি,reddi,"reddy,redi,","রেড্ডি, রেড়ির, ",yes
সন্তানের,santaner,সনতানের,santaner,"santaner,","সন্তানের, ",yes
স্বামী,swami,সামী,sami,"hami,mami,sani,sam,kami,semi,gami,nami,same,saji,samia,sai,bami,samim,swami,aami,jami,sapi,sambi,ami,samit,sari,samir,sahi,sati,samil,asami,tami,dami,","হামি, মামি, সাঁই, সম, কামী, সেমি, গামী, নামী, same, সাজি, সামিয়া, সই, বামি, সমীম, স্বামীর, আমি, জমি, সাপি, সংবিৎ, অমি, সামিট, শাড়ি, সামির, সহি, সতীর, সামিল, আসামি, তমি, দামি, ",no
সন্তান,santaan,সনতান,sanatan,"sanathan,santaan,santan,sanatani,","সনাতন, সন্তান, সন্তানও, সনাতনী, ",yes
ইনস্টাগ্রামে,instagram,ইনসতাগ্রামে,instagram,"instagram,","ইনস্টাগ্রামে, ",yes
শুক্রবারও,shukrabaro,শুকরবারও,shukrabaro,"shukrabaro,","শুক্রবারও, ",yes
রাজ্যপালের,rajyapaler,রাজাপালের,rajapaler,"rajyapaler,","রাজ্যপালের, ",yes
হাল্কা,halka,হালকা,halaka,"halaka,","হালকা, ",no
ব্যাকুল,byakul,েবাকুল,baakul,"byakul,aakul,bakul,","ব্যাকুল, আকুল, বকুল, ",yes
আগ্রহ,aagrah,আগরহ,agrah,"agra,agrahe,agraj,agrai,aagrah,grah,","আগ্রা, আগ্রহে, অগ্রজ, অগ্রেই, আগ্রহ, গ্রহ, ",yes
প্রশ্ন,prashn,পরশ্ন,parashn,"parashu,prashn,parashv,parash,","পরশু, প্রশ্ন, পরশ্ব, পরশ, ",yes
মঙ্গলসিন্ধ,mangalsindh,মংগলসিন্ধ,mangalasindh,"mangalsindh,","মঙ্গলসিন্ধ, ",yes
অপ্রতিরোধ্য,apratirodhya,অপরতিরোধ্য,aparatirodhya,"apratirodhya,","অপ্রতিরোধ্য, ",yes
কান্না,kanna,কাহ্না,kaahna,"kaahna,",,no
পরিবর্তে,parivarte,পরিবরতে,parivarate,"parivarte,","পরিবর্তে, ",yes
ব্যাবহার,babohar,েবাবহার,babahar,"babohar,","ব্যাবহার, ",yes
মূল্যবান,mulyawan,মূলাবান,mulavan,"mulavan,",,no
সুরক্ষিত,surakshit,সুরক্কিত,surakkit,"surakkit,",,no
নির্ধারণ,nirdharan,নিরদারণ,nirdaaran,"nirdharan,","নির্ধারণ, ",yes
প্রভোস্ট,prabhost,পরভোস্ট,parvost,"parvost,",,no
ভিকারুন্নেসা,vikarunnesa,ভিকারুহ্নেসা,vikaruhnesa,"vikarunnesa,","ভিকারুন্নেসা, ",yes
স্কুল,scul,সকুল,sakul,"aakul,akul,saul,sakal,sankul,bakul,","আকুল, অকূল, সৌল, সকল, সংকুল, বকুল, ",no
প্রতিনিধিত্ব,pratinidhitva,পরতিনিধিত্ব,paratinidhitva,"pratinidhitva,","প্রতিনিধিত্ব, ",yes
সত্তা,satta,সতটা,satta,"satta,","সত্তা, ",yes
অবিস্মরণীয়,avismarnian,অবিসরণীয়,abisarnian,"abisarnian,",,no
মার্চ,march,মারচ,march,"march,","মার্চ, ",yes
ইন্ডিগো,indigo,ইনদিগো,indigo,"indigo,","ইন্ডিগো, ",yes
জগন্নাথের,jagannather,জগহ্নাথের,jaganather,"jagannather,","জগন্নাথের, ",yes
তারকেশ্বরে,tarakeshwar,তারকেশরে,tarakeshware,"tarakeshwarer,tarakeshwar,","তারকেশ্বরের, তারকেশ্বরে, ",yes
ভুক্তভোগী,bhuktavogi,ভুকতভোগী,bhukatvogi,"bhuktavogi,","ভুক্তভোগী, ",yes
গ্রাহকরা,grahakara,গরাহকরা,garahakara,"grahakara,","গ্রাহকরা, ",yes
পরিচয়পত্র,parichampatra,পরিচয়পতর,parichampatar,"parichampatra,","পরিচয়পত্র, ",yes
অ্যাকাউন্ট,acount,েঅাকাউন্ট,acount,"acount,","অ্যাকাউন্টে, ",no
কিন্ত,kint,কিনত,kinat,"kinat,","কিনত, ",no
অ্যাকাউন্টটি,acountti,অাাকাউন্টটি,acountti,"acountti,","অ্যাকাউন্টটি, ",yes
অ্যাকাউন্টগুলো,acountgulo,েঅাকাউন্টগুলো,acountgulo,"acountgulo,","অ্যাকাউন্টগুলো, ",yes
প্রকার,prakaar,পরকার,parkar,"sarkar,parpar,parekar,parkal,tarkar,prakar,parlar,uparkar,parwar,parker,barkar,parbar,","সরকার, পরপারে, পরেকার, পরকাল, তারকার, প্রাকার, পারলারে, উপরকার, পারওয়ার, পার্কের, বারকার, পারবার, ",no
অ্যাকাউন্টে,acount,েঅাকাউন্টে,acount,"acount,","অ্যাকাউন্টে, ",yes
কর্তৃপক্ষের,kartrupaksher,করটৃপক্ষের,kartrupaksher,"kartrupaksher,","কর্তৃপক্ষের, ",yes
অত্যাচার,atyachar,অতাাচার,atachar,"anachar,atyachar,agachar,","অনাচার, অত্যাচার, আগাছার, ",yes
নাগরিকপঞ্জি,naagarikpanji,নাগরিকপঞজি,naagarikpanji,"naagarikpanji,","নাগরিকপঞ্জি, ",yes
প্রতিবাদে,pratibad,পরতিবাদে,paratibad,"pratibad,","প্রতিবাদে, ",yes
স্বভাব,swabhav,সভাব,sabhav,"sabhar,swabhav,sabhao,sabha,sadbhav,abhav,","সভার, স্বভাব, সভাও, সভায়, সদ্ভাব, অভাব, ",yes
মাডগার্ডের,madgarder,মাডগারদের,madgarder,"madgarder,","মাডগার্ডের, ",yes
পূর্বে,poorve,পূরে,pure,"pure,","পুড়ে, ",no
স্বপ্নদোষ,swapnadosh,সপ্নদোষ,sapnadosh,"swapnadosh,","স্বপ্নদোষ, ",yes
ব্যতিরেকে,vyatirake,বাতিরেকে,batireke,"batireke,",,no
দিচ্ছে,dicche,দিছে,diche,"dichh,dishe,dicche,diache,miche,piche,biche,dichi,giche,niche,","দিচ্ছ, ডিশে, দিচ্ছে, দিয়াছে, মিছে, পিছে, বাইছে, দিছি, গৈছে, নিচে, ",yes
তাপমাত্রা,wapamatra,তাপমাটরা,wapamatra,"wapamatra,","তাপমাত্রা, ",yes
ডিগ্রি,degree,ডিগরি,digri,"diari,dighi,","ডায়ারি, দিঘি, ",no
পঞ্চগড়ে,panchgarh,পঞচগড়ে,panchgarh,"panchgarh,","পঞ্চগড়ে, ",yes
তীব্রতা,tibrata,তীরতা,tirata,"trata,tibrata,torata,tirta,","ত্রাতার, তীব্রতা, তোড়াটা, তীরটা, ",yes
ঠান্ডা,thanda,ঠানদা,thanda,"thanda,","ঠান্ডা, ",yes
পর্যাপ্ত,paryapt,পেরাপ্ত,perapth,"prapth,","প্রাপ্ত, ",no
শীতবস্ত্র,sheetavestra,শীতবসত্র,sheetavsatra,"sheetavsatra,",,no
বয়স্করা,bayskara,বয়সকরা,baysakara,"bayskara,","বয়স্করা, ",yes
শীর্ষ,sheersh,শীরশ,shirsh,"shirish,shirshe,shish,shrish,","শিরীষ, শীর্ষে, শীষ, শ্রীশ, ",no
নেতৃত্বের,netrutver,নেতৃতের,netruter,"netrutver,","নেতৃত্বের, ",yes
আস্থা,aashtha,আসতা,asta,"pasta,ajta,asat,nasta,astra,masta,kasta,astam,basta,aata,sasta,aste,rasta,asa,asha,ast,aita,atta,alta,aota,amta,usta,asata,asia,ata,","পায়সটা, অজ্ঞতায়, আসত, নাস্তা, অস্ত্র, মাসটা, কস্তা, আসতাম, বস্তা, আতা, সস্তা, আসতে, রাস্তায়, আসায়, আশা, অস্ত, এইটা, আটটায়, আল্‌তা, আওতায়, আম্‌তা, উৎসটা, আসাটা, আসিয়া, আটা, ",no
সন্ত্রাস,santras,সনত্রাস,santras,"santras,","সন্ত্রাস, ",yes
জঙ্গিবাদ,jangibad,জংগিবাদ,jangibad,"jangibad,","জঙ্গিবাদ, ",yes
ভূখণ্ডকে,bhukhandk,ভূখনদকে,bhukhandake,"bhukhandake,",,no
সম্পর্কিত,samparkit,সপর্কিত,saparkit,"samparkit,","সম্পর্কিত, ",yes
কর্মকাণ্ডে,karmkand,করকাণ্ডে,karkand,"karmkand,karkad,","কর্মকাণ্ড, কড়্‌কড়্‌, ",no
বদ্ধপরিকর,badhaparikar,বদদপরিকর,badadparikar,"badadparikar,",,no
সম্প্রদায়ের,sampradayer,সপ্রদায়ের,sapradayer,"sampradayer,","সম্প্রদায়ের, ",yes
দায়িত্বশীল,dawitvashil,দায়িতশীল,dawiyashil,"dawiyashil,",,no
রাষ্ট্র,rashtra,রাষত্র,raitra,"caitra,raira,raita,maitra,","চৈত্র, রায়রা, রাঙতা, মৈত্র, ",no
অবস্থার,avasthar,অবসতার,avastar,"avasar,avatar,avastai,avantar,avasthar,avastav,","অবসর, অবতার, অবস্থাই, অবান্তর, অবস্থার, অবাস্তব, ",yes
দিল্লিতে,delhite,দিললিতে,dillite,"dillite,",,no
প্রস্তাব,prastab,পরস্তাব,parastab,"prastab,","প্রস্তাব, ",yes
চিন্তিত,chintit,চিনতিত,chinatit,"chintit,","চিন্তিত, ",yes
কেবলমাত্র,kevalmatra,কেবলমাতর,kevalmathar,"kevalmathar,",,no
ছাত্রী,chatri,ছাতরী,chatri,"chatri,","ছাত্রী, ",yes
কীর্তিমান,kirtiman,কীরতিমান,kiratiman,"kirtiman,","কীর্তিমান, ",yes
দীর্ঘজীবী,dirghajivi,দীরঘজীবী,diranjivi,"diranjivi,",,no
কৃতিত্বে,krititve,কৃতিতে,kritite,"ritite,krititve,kirtite,","রীতিতে, কৃতিত্বে, কীর্তিতে, ",yes
উল্লসিত,ullasit,উললসিত,ulalsit,"ullasit,","উল্লসিত, ",yes
চতুর্পাশ,chaturpash,চতুরপাশ,chaturpash,"chaturpash,","চতুর্পাশ, ",yes
অহঙ্কার,ahankar,অহংকার,ahankar,"ahankar,","অহঙ্কার, ",yes
স্পর্শ,sparsh,সপর্শ,saparsh,"sapaksh,sparsh,saharsh,","সপক্ষ, স্পর্শ, সহর্ষ, ",yes
প্রস্রাব,prasrav,পরস্রাব,parasrav,"prasrav,parasav,","প্রস্রাব, পরাভব, ",yes
হত্যা,hatya,হতাা,hata,"hata,","হাতায়, ",no
শ্বাসকষ্ট,shwasaksht,শাসকষ্ট,shaskast,"shaskast,",,no
খন্দকারের,khandakarer,খনদকারের,khandkarer,"khandakarer,","খন্দকারের, ",yes
সভাপতিত্বে,sabhapatitve,সভাপতিতে,sabhapatite,"sabhapatitve,","সভাপতিত্বে, ",yes
প্রতীকী,pratiki,পরতীকী,paratiki,"pratiki,","প্রতীকী, ",yes
কর্মসূচিতে,karmasuchite,করসূচিতে,karasuchite,"karmasuchite,","কর্মসূচিতে, ",yes
কোর্ট,court,কোরত,korat,"aorat,karat,korta,koran,","আওরত, করত, কোর্তা, করান, ",no
উদ্দিন,uddin,উদডিন,udadin,"udasin,uddin,","উদাসীন, উদ্দিন, ",yes
বদরুদ্দোজা,badaruddoja,বদরুডদোজা,badaruddoja,"badaruddoja,","বদরুদ্দোজা, ",yes
উম্মে,umm,উমে,um,"tum,ut,em,ium,us,hum,uj,om,un,jum,uh,9m,u,cm,ul,dum,umm,kum,umi,am,5m,uma,1m,umd,ui,m,ur,mu,ud,up,gum,bum,","তুম্, উট, এম, ইয়াম, উৎস, হুম, ইউজ, ওম, উন, জুম, উহ্, ৯ম, u, cm, উল, দম, উম্মে, কুম, উমি, আমে, ৫ম, উমা, ১ম, umd, উই, ম, উর, মু, উদ, উপ, গুমে, বুম, ",yes
পান্না,panna,পাহ্না,pahna,"paona,patna,parna,paana,panna,pawna,pana,","পাওনা, পাটনা, পারণা, পানা, পান্না, পাবনা, পণও, ",yes
কুদ্দুস,kudus,কুদডুস,kuddus,"kuddush,kudus,","কুদ্দুছ, কুদ্দুস, ",yes
উদ্দীন,uddin,উডদীন,uddin,"uddin,","উদ্দিন, ",no
দিপ্তী,dipti,দিপতী,deepati,"deepati,",,no
ব্যাপারী,bapari,েবাপারী,bapari,"bapari,","ব্যাপারী, ",yes
মির্জা,mirza,মিরজা,meeraja,"meeraja,",,no
প্রমুখ,pramukh,পরমুখ,paramukh,"pramukh,paranmukh,","প্রমুখ, পরাঙ্মুখ, ",yes
হর্ষবর্ধন,harshvardhan,হরশবর্ধন,harshvardhan,"harshvardhan,","হর্ষবর্ধন, ",yes
মাধ্যম,madhyam,মাধাম,madham,"madhyam,madhav,madam,matham,adham,","মাধ্যমে, মাধব, ম্যাডাম, মাতম, অধম, ",no
কনভেন্ট,kanavent,কনভেনট,kanavenut,"kanavent,","কনভেন্ট, ",yes
স্কুলও,sculow,সকুলও,sakulo,"sakulo,",,no
ব্যবস্থা,vyavastha,বাবস্থা,bavastha,"avastha,","অবস্থায়, ",no
প্রশিক্ষণ,prashikshan,পরশিক্ষণ,parashikshan,"prashikshan,","প্রশিক্ষণ, ",yes
কোর্সের,courser,কোরসের,korsser,"krosser,","ক্রোড়ের, ",no
সপ্তাহ,saptah,সপতাহ,sapatah,"sapath,saptah,","সৎপথ, সপ্তাহ, ",yes
কোর্সে,course,কোরসে,korse,"kore,korte,","কোরি, কোরতে, ",no
ভর্তির,bharti,ভরতির,bharati,"bharati,","ভরতি, ",no
প্রশিক্ষণার্থীকে,prashikshanarthike,পরশিক্ষণার্থীকে,parashikshanarthike,"prashikshanarthike,","প্রশিক্ষণার্থীকে, ",yes
পঞ্চাশ,panchash,পঞচাশ,panchash,"panchash,","পঞ্চাশ, ",yes
ভর্তি,bharti,ভরটি,bharti,"bharti,","ভর্তি, ",yes
ন্যূনতম,nyuntam,নাূনতম,nantam,"jantam,pantam,","জানতাম, পড়তাম, ",no
শিক্ষাগত,shikshagat,শিক্কাগত,shikkagat,"shikkagat,",,no
যোগ্যতা,yogyata,যোজ্ঞতা,yojita,"yojit,","আয়োজিত, ",no
অষ্টম,ashtam,অষতম,aftam,"aftab,astam,","আফতাব, আসতাম, ",no
শ্রেণি,shreni,শরেণি,shareni,"hareni,shreni,","হারেনি, শ্রেণির, ",no
আত্মহত্যা,atmahatya,আতহত্যা,aathatya,"aathatya,",,no
ভ্রান্তধারণা,bhrantadharna,বরান্তধারণা,barantadharna,"bhrantadharna,","ভ্রান্তধারণা, ",yes
সাতক্ষীরা,satakshira,সাতক্কীরা,satakkira,"satakkira,",,no
দক্ষিণাঞ্চলে,dakshinanchale,দক্কিণাঞ্চলে,dakkinanchale,"dakkinanchale,",,no
বৃষ্টির,vrushtir,বৃষতির,vrushati,"vrushti,","বৃষ্টি, ",no
চেয়ারম্যান,cheyarman,চেয়ারমাান,cheyarman,"cheyarman,","চেয়ারম্যান, ",yes
মুক্তিযোদ্ধা,muktiyoddha,মুকতিযোদ্ধা,muktiyoddha,"muktiyoddha,","মুক্তিযোদ্ধা, ",yes
বিপ্লব,biplava,বিপলব,bipalab,"bipalab,",,no
জাহাঙ্গীর,jahangir,জাহাংগীর,jahangeer,"jahangeer,",,no
যুগ্ম,yugma,যুগ,yug,"yug,","যুগে, ",no
আড্ডা,adda,আদদা,adada,"apada,dada,aada,adda,alada,anada,","আপদ, দাদা, আদা, আড্ডা, আলাদা, অনড়, ",yes
রপ্তানি,raptani,রপতানি,rapatani,"raptani,","রপ্তানি, ",yes
অন্যতম,anyatam,অনাতম,anatham,"anathar,anatha,janatham,","অনাথার, অনাথা, জানাতাম, ",no
প্রতিবছর,pratibachar,পরতিবছর,paratibachar,"pratibachar,","প্রতিবছর, ",yes
পণ্যটি,panyati,পেণটি,penti,"pent,penta,panti,punti,penni,","পেঁট্, পেনটা, পথটি, পুঁতির, পেনি, ",no
নষ্টও,nasto,নষতও,nashato,"nashato,",,no
মুক্তি,mukti,মুকতি,mukti,"mukti,","মুক্তি, ",yes
ফ্যানেরাই,fanerai,ফাানেরাই,phanerai,"phanerai,",,no
রিপ্লাই,riplai,রিপলাই,riplai,"riplai,","রিপ্লাই, ",yes
পাণ্ডের,pander,পানদের,pander,"pander,","পাণ্ডের, ",yes
সোশ্যাল,soshyal,সোশাাল,soshal,"koshal,sosal,soshyal,","কোশল, সোস্যাল, সোশ্যাল, ",yes
সংখ্যা৷,sankhya৷,সংেখা৷,sankha৷,"sankha৷,",,no
সমস্যার,samasyar,সমেসার,samesar,"samesar,",,no
বাসিন্দারা,basindara,বাসিনদারা,basindara,"basindara,","বাসিন্দারা, ",yes
দৃষ্টিভঙ্গি,drushtibhangi,দৃষতিভঙ্গি,drushatibhangi,"drushtibhangi,","দৃষ্টিভঙ্গি, ",yes
অনুপ্রেরণা,anuprerna,অনুপরেরণা,anuparerna,"anuprerna,","অনুপ্রেরণা, ",yes
বর্তমান,bartaman,বরটমান,baratman,"bartaman,","বর্তমানে, ",no
অতিরিক্ত,atirikt,অতিরিকত,atirikat,"atirikt,","অতিরিক্ত, ",yes
প্রতিবেদনে,pratibedne,পরতিবেদনে,paratibedne,"pratibedne,","প্রতিবেদনে, ",yes
উল্লেখ,ullekh,উললেখ,ulalekh,"ullekh,","উল্লেখ, ",yes
গ্রেনেড,grayned,গরেনেড,garanad,"garanad,",,no
হান্নানই,hannanai,হাহ্নানই,haahnanai,"haahnanai,",,no
পরিকল্পনাকারী,parikalpanakari,পরিকলপনাকারী,parikalpanakari,"parikalpanakari,","পরিকল্পনাকারী, ",yes
তাজউদ্দিন,tajuddin,তাজউদডিন,tajudadin,"tajuddin,","তাজউদ্দিন, ",yes
গণমাধ্যমে,ganamadhyam,গণমােধমে,ganamadham,"ganamadhyam,","গণমাধ্যম, ",no
প্রকাশিত,prakashith,পরকাশিত,parkashith,"prakashith,","প্রকাশিত, ",yes
