correct word,transliterated correct word,misspelled word,transliterated misspelled word,transliterated candidate word from spellchecker,candidate word from spellchecker,found correct word or not
প্রতিবেশীরা,pratibeshira,পরতিবেশীরা,paratibeshira," pratibeshira, "," প্রতিবেশীরা, ",yes
উদ্ঘাটন,udghaton,উদঘাটন,udaghaton," udghaton, aghaton, "," উদ্ঘাটন, অঘটন, ",yes
পরিদর্শক,paridarshak,পরিদরশক,paridarshak," paridarshak, paridarshan, paridarshane, paramarshak, pardarshak, "," পরিদর্শক, পরিদর্শন, পরিদর্শনে, পরামর্শক, পারদর্শক, ",yes
রব্বানীর,rabbani,রবানীর,rabani," ramani, jaani, raptani, paani, amani, "," রমণী, জানি, রপ্তানি, পানির, আমানী, ",no
সমর্থকরা,samarthakara,সমরটকরা,samartakara," samarthakara, samarthakera, samaptakari, "," সমর্থকরা, সমর্থকেরা, সমাপ্তকারী, ",yes
ইচ্ছা,iccha,ইছা,icha," iccha, cha, isha, achha, vibha, "," ইচ্ছা, চা, ঈশা, আচ্ছা, বিভা, ",yes
অভিযুক্তের,abhiyukter,অভিযুকতের,abhiyukter," abhiyukter, abhiyukt, abhiyuktak, "," অভিযুক্তের, অভিযুক্ত, অভিযুক্তকে, ",yes
বিশ্বাস,vishwas,বিশাস,vishas," vishwas, vishay, visham, vishal, vishan, "," বিশ্বাস, বিষয়ে, বিষম, বিশাল, ভিশন, ",yes
পরিস্থিতিতে,paristhitite,পরিসটিতিতে,paristitite," paristhitite, paristhite, paristhitike, paristhititei, "," পরিস্থিতিতে, পরিস্থিতি, পরিস্থিতিকে, পরিস্থিতিতেই, ",yes
শব্দটিকে,shabdatike,শদটিকে,shadatike," shaktike, shabdatike, shabdatake, savatike, sthapatike, "," শক্তিকে, শব্দটিকেই, শব্দটাকে, সভাটিকে, স্থপতিকে, ",no
পরিস্থিতিতেও,paristhitite,পরিসতিতিতেও,paristitite," paristhitite, paristhite, paristhitike, paristhititei, "," পরিস্থিতিতে, পরিস্থিতি, পরিস্থিতিকে, পরিস্থিতিতেই, ",no
প্রতিটি,pratity,পরতিটি,paratity," pratity, partite, paraite, pratiti, pratita, "," প্রতিটি, পার্টিতে, পরাইতে, প্রতীতি, প্রতিটা, ",yes
ক্ষতিপূরণ,kshatipuran,খতিপূরণ,khatipooran, , ,no
ধর্মীয়,dharmian,ধরীয়,dhariya," dhariwa, dhairya, chadiya, dharaiya, jhariya, "," ধরিয়া, ধৈর্য, ছাড়িয়া, ধরাইয়া, ঝাড়িয়া, ",no
অধিকারসংক্রান্ত,adhikarsankrant,অধিকারসংকরান্ত,adhikarsankarant," adhikarsankrant, "," অধিকারসংক্রান্ত, ",yes
মোকদ্দমা,mokddama,মোকডদমা,mokddama," mokddama, makddama, makddamar, mokddmar, makrdama, "," মোকদ্দমা, মকদ্দমা, মকদ্দমার, মোকদ্দমার, মকর্দমা, ",yes
মূল্যমানের,mulyamaner,মূলামানের,mulamaner," mulyamaner, musalmaner, muldhaner, melamyner, multaner, "," মূল্যমানের, মুসলমানের, মূলধনের, মেলামাইনের, মুলতানের, ",yes
নিষ্পত্তি,nishpatti,নিষপত্তি,nishapatti," nishpatti, nishpattir, nishpattii, nishpattio, nishkapatta, "," নিষ্পত্তি, নিষ্পত্তির, নিষ্পত্তিই, নিষ্পত্তিও, নিষ্কপটতা, ",yes
ফিল্ডারের,filderer,ফিলদারের,phildarer," haldarer, plidarer, phulsarer, "," হালদারের, প্লীডারের, ফুলশরের, ",no
শীতার্ত,shitarth,শীতারত,shitarat," sitaram, bhitarta, shitalata, chintarat, shitarth, "," সীতারাম, ভিতরটা, শীতলতা, চিন্তারত, শীতার্ত, ",yes
স্বদেশের,swadesher,সদেশের,sadesher," swadesher, ramesher, adesher, sandesher, paresher, "," স্বদেশের, রমেশের, আদেশের, সন্দেশের, পরেশের, ",yes
প্রতিবেশী,pratibeshi,পরতিবেশী,paratibeshi," pratibeshi, pratibesh, "," প্রতিবেশী, প্রতিবেশ, ",yes
ব্যবস্থাকে,vyavasthake,বাবস্থাকে,bavasthake," avasthake, vyavasthake, avasthanke, avasthate, basasthanke, "," অবস্থাকে, ব্যবস্থাকে, অবস্থানকে, অবস্থাতেও, বাসস্থানকে, ",yes
জনবান্ধব,janvandhav,জনবানধব,janavandhav," janvandhav, "," জনবান্ধব, ",yes
আগ্রাসনের,agrasanar,আগরাসনের,agrasanar," agrasanar, agrasakhar, agrayana, "," আগ্রাসনের, অগ্রশাখার, আগ্রয়ণ, ",yes
যুদ্ধে,yuddhe,যুদদে,yudadev," yamadev, "," যমদেব, ",no
অবতীর্ণ,abatirn,অবতীরন,avatiran," avataran, abatirn, avatarna, avaharan, "," অবতরণ, অবতীর্ণ, অবতারণা, অবহরণ, ",yes
বিশ্বব্যাপী,vishwavyapi,বিশব্যাপী,vishavyapi," vishwavyapi, vishayadi, vishwavapi, "," বিশ্বব্যাপী, বিষয়াদি, বিশ্বব্যাপি, ",yes
প্রস্তুতকারক,presentkarak,পরস্তুতকারক,parastutkarak, , ,no
জার্মান,german,জারান,jaran," jaan, maran, haran, jagran, japan, "," জান, মরণ, হরণ, জাগরণ, জাপান, ",no
জনস্বার্থে,janaswarth,জনসার্থে,jansarth," janath, sansarta, janaswarth, kansart, sansarti, "," জানত, সংসারটা, জনস্বার্থে, কনসার্টে, সংসারটি, ",yes
কোম্পানিকে,companyke,কোপানিকে,kopanike," kuranike, kopanle, koranke, keranike, "," কুড়ানিকে, কোপানলে, কোরআনকে, কেরানীকে, ",no
নিজস্ব,nijasv,নিজস,nijas," nijasv, niras, niswas, nijek, nirjan, "," নিজস্ব, নীরস, নিশ্বাস, নিজেকে, নির্জন, ",yes
কোম্প্যানি,compani,কোপ্যানি,copani," gopan, compani, copni, company, sopan, "," গোপন, কোম্প্যানি, কোপ্‌‌নি, কোম্পানি, সোপান, ",yes
ন্যাটকো,natco,নাাটকো,natko," nauko, nako, hatto, nauka, nato, "," নৌকো, নাকো, হয়তো, নৌকা, ন্যাটো, ",no
ফার্মা,pharma,ফারা,fara," karia, para, sara, faram, kara, "," করিয়া, পারা, সারা, ফরম, করা, ",no
নির্বাচনী,nirvachni,নিরাচনী,nirachni," nirvachni, nirvachnei, nirani, nachni, narachi, "," নির্বাচনী, নির্বাচনেই, নিড়ানি, নাচনী, নারাচী, ",yes
বার্তা,varta,বারটা,barta," karia, barta, karta, balia, barsa, "," করিয়া, বর্তায়, কর্তা, বলিয়া, ভরসায়, ",no
রেড্ডি,reddy,রেদদি,reddi," reddy, gaddi, redi, raddi, bedi, "," রেড্ডি, গাড়ি, রেড়ি, রদ্দি, বেড়ী, ",yes
সন্তানের,santaner,সনতানের,santaner," santaner, santander, sansarer, santanera, antarer, "," সন্তানের, সন্তানদের, সংসারের, সন্তানেরা, অন্তরের, ",yes
স্বামী,swami,সামী,sami," swami, samay, jami, dami, sari, "," স্বামী, সময়, জমি, দামী, শাড়ি, ",yes
সন্তান,santaan,সনতান,sanatan," santaan, sanathan, janaan, sangathan, tanatani, "," সন্তান, সনাতন, জানান, সংগঠন, টানাটানি, ",yes
ইনস্টাগ্রামে,instagram,ইনসতাগ্রামে,instagram," instagram, "," ইনস্টাগ্রামে, ",yes
শুক্রবারও,shukrabaro,শুকরবারও,shukrabaro," shukrabar, shukrabaro, shukrabark, shukrobar, "," শুক্রবার, শুক্রবারও, শুক্রবারকে, শুক্রবারে, ",yes
রাজ্যপালের,rajyapaler,রাজাপালের,rajapaler," rajyapaler, rajaramer, rajmahaler, rampaler, rajakuler, "," রাজ্যপালের, রাজারামের, রাজমহলের, রামপলের, রাজাকুলের, ",yes
হাল্কা,halka,হালকা,halaka," halaka, balaka, halka, halake, alada, "," হালকা, balaka, হাল্কা, হলাকে, আলাদা, ",yes
ব্যাকুল,byakul,েবাকুল,baakul," byakul, aakul, bakul, badul, baakye, "," ব্যাকুল, আকুল, বকুল, বদল, বাক্যে, ",yes
আগ্রহ,aagrah,আগরহ,agrah," aagrah, sangrah, agrahe, grah, agrsar, "," আগ্রহ, সংগ্রহ, আগ্রহে, গ্রহ, অগ্রসর, ",yes
প্রশ্ন,prashn,পরশ্ন,parashn," prashn, parashu, paradin, parash, paresh, "," প্রশ্ন, পরশু, পরদিন, পরশ, পরেশ, ",yes
মঙ্গলসিন্ধ,mangalsindh,মংগলসিন্ধ,mangalasindh," mangalsindh, "," মঙ্গলসিন্ধ, ",yes
অপ্রতিরোধ্য,apratirodhya,অপরতিরোধ্য,aparatirodhya," apratirodhya, "," অপ্রতিরোধ্য, ",yes
কান্না,kanna,কাহ্না,kaahna," katha, kaane, karuna, kakhan, aaha, "," কথা, কানে, করুণা, কখন, আহা, ",no
পরিবর্তে,parivarte,পরিবরতে,parivarate," parivarte, "," পরিবর্তে, ",yes
ব্যাবহার,babohar,েবাবহার,babahar," baahir, babar, bibhaar, bazaar, aahar, "," বাহির, বাবর, বিভার, বাজার, আহার, ",no
মূল্যবান,mulyawan,মূলাবান,mulavan," mulyawan, muldhan, dulavai, mulsaman, mulyaman, "," মূল্যবান, মূলধণ, দুলাভাই, মুলসমান, মূল্যমান, ",yes
সুরক্ষিত,surakshit,সুরক্কিত,surakkit," surakshit, suralokit, suranjit, surajit, suraskt, "," সুরক্ষিত, সূর্যালোকিত, সুরঞ্জিত, সুরজিত, সুরাসক্ত, ",yes
নির্ধারণ,nirdharan,নিরদারণ,nirdaaran," nirdharan, nirdalian, nirdharani, nirdharn, nirabaran, "," নির্ধারণ, নির্দলীয়, নির্ধারণী, নির্ধারণে, নিরাবরণ, ",yes
প্রভোস্ট,prabhost,পরভোস্ট,parvost," paravast, parvat, parvasi, parovat, "," পরাস্ত, পর্বত, পরবাসী, পারোবটে, ",no
ভিকারুন্নেসা,vikarunnesa,ভিকারুহ্নেসা,vikaruhnesa," vikarunnesa, vikarunnisa, "," ভিকারুন্নেসা, ভিকারুননিসা, ",yes
স্কুল,scul,সকুল,sakul," sakal, aakul, sakale, akul, bakul, "," সকাল, আকুল, সকালে, অকূল, বকুল, ",no
প্রতিনিধিত্ব,pratinidhitva,পরতিনিধিত্ব,paratinidhitva," pratinidhitva, pratinidhitvao, "," প্রতিনিধিত্ব, প্রতিনিধিত্বও, ",yes
সত্তা,satta,সতটা,satta," satta, satya, katha, sasta, katta, "," সততা, সত্য, কথা, সস্তা, কতটা, ",no
অবিস্মরণীয়,avismarnian,অবিসরণীয়,abisarnian," avismarnian, anusarnian, "," অবিস্মরণীয়, অনুসরণীয়, ",no
মার্চ,march,মারচ,march," march, marich, karch, parch, match, "," মার্চ, মারিচ, করছ, পারছে, ম্যাচ, ",yes
ইন্ডিগো,indigo,ইনদিগো,indigo," indigo, indige, indiger, indies, indira, "," ইন্ডিগো, ইন্ডিজে, ইন্ডিজের, ইন্ডিজ, ইন্দিরা, ",yes
জগন্নাথের,jagannather,জগহ্নাথের,jaganather," jagannather, jananpather, jannather, "," জগন্নাথের, জননপথের, জান্নাতের, ",yes
তারকেশ্বরে,tarakeshwar,তারকেশরে,tarakeshware," tarakeshwarer, tarakeshwar, "," তারকেশ্বরের, তারকেশ্বর, ",no
ভুক্তভোগী,bhuktavogi,ভুকতভোগী,bhukatvogi," bhuktavogi, abhuktavogi, "," ভুক্তভোগী, অভুক্তভোগী, ",yes
গ্রাহকরা,grahakara,গরাহকরা,garahakara," grahakara, grahatara, grahakera, barahakarna, gorchakara, "," গ্রাহকরা, গ্রহতারা, গ্রাহকেরা, বরাহকর্ণ, গোরচকরা, ",yes
পরিচয়পত্র,parichampatra,পরিচয়পতর,parichampatar," parichampatra, "," পরিচয়পত্র, ",yes
অ্যাকাউন্ট,acount,েঅাকাউন্ট,acount," acount, amount, count, about, court, "," অ্যাকাউন্ট, amount, কাউন্ট, about, কোর্ট, ",yes
কিন্ত,kint,কিনত,kinat," kinat, kinate, kina, kint, kinav, "," কিনত, কিনতে, কিণ, কিন্ত, কিনব, ",yes
অ্যাকাউন্টটি,acountti,অাাকাউন্টটি,acountti," acountti, acount, acounter, "," অ্যাকাউন্টটি, অ্যাকাউন্ট, অ্যাকাউন্টের, ",yes
অ্যাকাউন্টগুলো,acountgulo,েঅাকাউন্টগুলো,acountgulo," acountgulo, "," অ্যাকাউন্টগুলো, ",yes
প্রকার,prakaar,পরকার,parkar," sarkar, uparkar, darkaar, sarkari, karbar, "," সরকার, উপরকার, দরকার, সরকারি, করবার, ",no
অ্যাকাউন্টে,acount,েঅাকাউন্টে,acount," acount, amount, count, about, court, "," অ্যাকাউন্ট, amount, কাউন্ট, about, কোর্ট, ",no
কর্তৃপক্ষের,kartrupaksher,করটৃপক্ষের,kartrupaksher," kartrupaksher, kartrupaksh, kartrupakshiera, kartrupakshin, kartrupakshai, "," কর্তৃপক্ষের, কর্তৃপক্ষ, কর্তৃপক্ষীয়েরা, কর্তৃপক্ষীয়, কর্তৃপক্ষই, ",yes
অত্যাচার,atyachar,অতাাচার,atachar," atyachar, tanhar, aahar, anachar, prachar, "," অত্যাচার, তাঁহার, আহার, অনাচার, প্রচার, ",yes
নাগরিকপঞ্জি,naagarikpanji,নাগরিকপঞজি,naagarikpanji," naagarikpanji, "," নাগরিকপঞ্জি, ",yes
প্রতিবাদে,pratibad,পরতিবাদে,paratibad," pratibad, pratibado, pratibadi, pratibar, partibaz, "," প্রতিবাদ, প্রতিবাদও, প্রতিবাদী, প্রতিবার, পার্টিবাজ, ",no
স্বভাব,swabhav,সভাব,sabhav," abhav, sabha, swabhav, sabhar, sambhava, "," অভাব, সভা, স্বভাব, সভার, সম্ভব, ",yes
মাডগার্ডের,madgarder,মাডগারদের,madgarder," madgarder, cadarder, madarer, magader, maniarder, "," মাডগার্ডের, ক্যাডারদের, মাদারের, মগদের, মানিঅর্ডার, ",yes
পূর্বে,poorve,পূরে,pure," pure, dure, pur, purer, sure, "," পুড়ে, দূরে, পুর, পুরের, সুরে, ",no
স্বপ্নদোষ,swapnadosh,সপ্নদোষ,sapnadosh," swapnadosh, saptadash, sangadosh, annadosh, "," স্বপ্নদোষ, সপ্তদশ, সঙ্গদোষ, অন্নদোষ, ",yes
ব্যতিরেকে,vyatirake,বাতিরেকে,batireke," bahirke, batitake, "," বাহিরকে, বাতিটাকে, ",no
দিচ্ছে,dicche,দিছে,diche," diache, niche, dicche, miche, giache, "," দিয়াছে, নীচে, দিচ্ছে, মিছে, গিয়াছে, ",yes
তাপমাত্রা,wapamatra,তাপমাটরা,wapamatra," wapamatra, swalpamatra, swapnamatra, havamatra, pavamatra, "," তাপমাত্রা, স্বল্পমাত্র, স্বপ্নমাত্র, হবামাত্র, পাবামাত্র, ",yes
ডিগ্রি,degree,ডিগরি,digri," dighi, diari, didi, dii, tiri, "," দিঘি, ডায়রি, দিদি, দিই, তৈরী, ",no
পঞ্চগড়ে,panchgarh,পঞচগড়ে,panchgarh," panchgarh, panchash, panchkari, panchbar, panchtara, "," পঞ্চগড়ে, পঞ্চাশ, পাঁচকড়ি, পাঁচবার, পাঁচতারা, ",no
তীব্রতা,tibrata,তীরতা,tirata," birakta, tibrata, nirmata, tikana, vibrata, "," বিরক্ত, তীব্রতা, নির্মাতা, ঠিকানা, বিব্রত, ",yes
ঠান্ডা,thanda,ঠানদা,thanda," thanda, thana, chanda, bhanda, chada, "," ঠাণ্ডা, থানা, চাঁদা, ভাঁড়ার, চড়া, ",no
পর্যাপ্ত,paryapt,পেরাপ্ত,perapth," prapth, prapti, prapthi, aprapth, herath, "," প্রাপ্ত, প্রাপ্তি, প্রাপ্তির, অপ্রাপ্ত, হেরাথ, ",no
শীতবস্ত্র,sheetavestra,শীতবসত্র,sheetavsatra," sheetavestra, "," শীতবস্ত্র, ",yes
বয়স্করা,bayskara,বয়সকরা,baysakara," bayskara, "," বয়স্করা, ",no
শীর্ষ,sheersh,শীরশ,shirsh," shrish, shirshe, shesh, shiksha, shishu, "," শ্রীশ, শীর্ষে, শেষ, শিক্ষা, শিশু, ",no
নেতৃত্বের,netrutver,নেতৃতের,netruter," netrutver, netrutve, netrutva, netrer, netrutvei, "," নেতৃত্বের, নেতৃত্বে, নেতৃত্ব, নেত্রের, নেতৃত্বেই, ",yes
আস্থা,aashtha,আসতা,asta," asia, asha, rasta, aste, sasta, "," asia, আশা, রাস্তায়, আস্তে, সস্তা, ",no
সন্ত্রাস,santras,সনত্রাস,santras," santras, mantras, santrasi, sangrah, santrast, "," সন্ত্রাস, মন্ত্র, সন্ত্রাসী, সংগ্রহ, সন্ত্রস্ত, ",yes
জঙ্গিবাদ,jangibad,জংগিবাদ,jangibad," jangibad, sangbad, jangibadi, jangira, janmibar, "," জঙ্গিবাদ, সংবাদ, জঙ্গিবাদী, জঙ্গিরা, জন্মিবার, ",yes
ভূখণ্ডকে,bhukhandk,ভূখনদকে,bhukhandake," bhukhandk, "," ভূখণ্ডকে, ",yes
সম্পর্কিত,samparkit,সপর্কিত,saparkit," samparkit, samarpit, vapakrit, atarkit, "," সম্পর্কিত, সমর্পিত, বাষ্পাকৃত, অতর্কিত, ",yes
কর্মকাণ্ডে,karmkand,করকাণ্ডে,karkand," karmkand, karano, karkad, karkhana, karadand, "," কর্মকান্ড, করানো, কড়কড়, কারখানা, কারাদণ্ড, ",no
বদ্ধপরিকর,badhaparikar,বদদপরিকর,badadparikar," badhaparikar, "," বদ্ধপরিকর, ",yes
সম্প্রদায়ের,sampradayer,সপ্রদায়ের,sapradayer," sampradayer, "," সম্প্রদায়ের, ",no
দায়িত্বশীল,dawitvashil,দায়িতশীল,dawiyashil," dawitvashil, dayashil, "," দায়িত্বশীল, দয়াশীল, ",no
রাষ্ট্র,rashtra,রাষত্র,raitra," ratre, ratri, pabitra, caitra, rakta, "," রাত্রে, রাত্রি, পবিত্র, চৈত্র, রক্ত, ",no
অবস্থার,avasthar,অবসতার,avastar," avasar, avasthar, avastha, avasthan, avastav, "," অবসর, অবস্থার, অবস্থা, অবস্থান, অবাস্তব, ",yes
দিল্লিতে,delhite,দিললিতে,dillite," billiti, millie, billete, diesite, dulite, "," বিলিতি, মিলিয়ে, বিলেতেও, ডিএসইতে, দুলিতে, ",no
প্রস্তাব,prastab,পরস্তাব,parastab," prastab, paraspar, parasav, paratai, prastar, "," প্রস্তাব, পরস্পর, পরাভব, পারাটাই, প্রস্তর, ",yes
চিন্তিত,chintit,চিনতিত,chinatit," chintit, chintai, chinit, chintia, chinate, "," চিন্তিত, চিন্তাই, চিনিত, চিন্তিয়া, চিনতে, ",yes
কেবলমাত্র,kevalmatra,কেবলমাতর,kevalmathar," kevalmatra, kevalmatrai, "," কেবলমাত্র, কেবলমাত্রই, ",yes
ছাত্রী,chatri,ছাতরী,chatri," chatri, chari, chakri, charti, chai, "," ছাত্রী, চারী, চাকরি, চারটির, ছাই, ",yes
কীর্তিমান,kirtiman,কীরতিমান,kiratiman," kirtiman, khyatiman, "," কীর্তিমান, খ্যাতিমান, ",yes
দীর্ঘজীবী,dirghajivi,দীরঘজীবী,diranjivi," chiranjivi, "," চিরঞ্জীবী, ",no
কৃতিত্বে,krititve,কৃতিতে,kritite," krititve, kirtite, ritite, kritjita, krititva, "," কৃতিত্বে, কীর্তিতে, রীতিতে, কৃতজ্ঞতা, কৃতিত্ব, ",yes
উল্লসিত,ullasit,উললসিত,ulalsit," ullasit, lalit, sulalit, lalsir, "," উল্লসিত, ললিত, সুললিত, লালসির, ",yes
চতুর্পাশ,chaturpash,চতুরপাশ,chaturpash," chaturpash, chaturdash, chaturdashi, chaturah, chaturmas, "," চতুর্পাশ, চাতুর্দশ, চতুর্দশী, চতুরাহ, চাতুর্মাস, ",yes
অহঙ্কার,ahankar,অহংকার,ahankar," ahankar, ekhankar, ashankar, alankar, ahankare, "," অহংকার, এখানকার, আশঙ্কার, অলঙ্কার, অহংকারে, ",no
স্পর্শ,sparsh,সপর্শ,saparsh," sparsh, saharsh, sapaksh, sparshe, saptarshi, "," স্পর্শ, সহর্ষ, সপক্ষ, স্পর্শে, সপ্তর্ষি, ",yes
প্রস্রাব,prasrav,পরস্রাব,parasrav," parasav, prasrav, paraspar, prasav, prasrave, "," পরাভব, প্রস্রাব, পরস্পর, প্রসব, প্রস্রাবে, ",yes
হত্যা,hatya,হতাা,hata," haia, hatha, hata, katha, ekata, "," হইয়া, হঠাৎ, হাতায়, কথা, একতা, ",no
শ্বাসকষ্ট,shwasaksht,শাসকষ্ট,shaskast," shalkat, shasait, shathast, shaokat, shakat, "," শালকাঠ, শাসাইত, শতহস্ত, শওকত, শকট, ",no
খন্দকারের,khandakarer,খনদকারের,khandkarer," ahankarer, khandakarer, bhandarer, khandkar, shankarer, "," অহংকারের, খন্দকারের, ভান্ডারের, খন্দকার, শঙ্করের, ",yes
সভাপতিত্বে,sabhapatitve,সভাপতিতে,sabhapatite," sabhapati, sabhapatitve, sabhapatitva, sabhapatir, sabhapatio, "," সভাপতি, সভাপতিত্বে, সভাপতিত্ব, সভাপতির, সভাপতিও, ",yes
প্রতীকী,pratiki,পরতীকী,paratiki," pratiki, pratii, patratike, padatik, paratai, "," প্রতিকী, প্রতিই, পাত্রটিকে, পদাতিক, পারাটাই, ",no
কর্মসূচিতে,karmasuchite,করসূচিতে,karasuchite," karmasuchite, karachite, "," কর্মসূচিতে, করাচিতে, ",yes
কোর্ট,court,কোরত,korat," karat, karit, korta, koran, karab, "," করত, করিত, কোর্তা, কোরআনে, করব, ",no
উদ্দিন,uddin,উদডিন,udadin," ekadin, udasin, uddin, udai, dudin, "," একদিন, উদাসীন, উদ্দিন, উদয়, দুদিন, ",yes
বদরুদ্দোজা,badaruddoja,বদরুডদোজা,badaruddoja," badaruddoja, "," বদরুদ্দোজা, ",yes
উম্মে,umm,উমে,um," uma, kumu, umi, hum, umm, "," উমা, কুমু, উমি, হুম, উম্মে, ",yes
পান্না,panna,পাহ্না,pahna," paona, yaha, pawa, pada, panna, "," পাওনা, যাহা, পাওয়া, পড়া, পান্না, ",yes
কুদ্দুস,kudus,কুদডুস,kuddus," kudus, kuddush, kundu, kulus, kundur, "," কুদ্দুস, কুদ্দুছ, কুন্দু, কুলুস, কুন্দুর, ",yes
উদ্দীন,uddin,উডদীন,uddin," uddin, dudin, sedin, uddl, etdin, "," উদ্দিন, দুদিন, সেদিন, উঠল, এতদিন, ",no
দিপ্তী,dipti,দিপতী,deepati," dampati, deputi, deepak, dalpati, deebsti, "," দম্পতি, ডেপুটি, দীপক, দলপতি, দিবসটি, ",no
ব্যাপারী,bapari,েবাপারী,bapari," bapari, baparti, bihari, baper, banwari, "," ব্যাপারী, ব্যাপারটি, বিহারী, ব্যাপার, বনোয়ারি, ",yes
মির্জা,mirza,মিরজা,meeraja," meerjan, mejaja, "," মিরজান, মেজাজও, ",no
প্রমুখ,pramukh,পরমুখ,paramukh," pramukh, paranmukh, paramrsh, parakh, poramukhi, "," প্রমুখ, পরাঙ্মুখ, পরামর্শে, পরখ, পোড়ামুখী, ",yes
হর্ষবর্ধন,harshvardhan,হরশবর্ধন,harshvardhan," harshvardhan, "," হর্ষবর্ধন, ",yes
মাধ্যম,madhyam,মাধাম,madham," madhyam, adham, madhav, madhya, mahim, "," মাধ্যমে, অধম, মাধব, মধ্য, মহিম, ",no
কনভেন্ট,kanavent,কনভেনট,kanavenut," kanavent, kanavenar, kanvent, "," কনভেন্ট, কনভেনর, কন্‌ভেণ্টে, ",yes
স্কুলও,sculow,সকুলও,sakulo," sakal, sakale, segulo, agulo, aakul, "," সকাল, সকালে, সেগুলো, এগুলো, আকুল, ",no
ব্যবস্থা,vyavastha,বাবস্থা,bavastha," avastha, vyavastha, avasthan, avasthar, bavasa, "," অবস্থা, ব্যবস্থা, অবস্থান, অবস্থার, ব্যাবসা, ",yes
প্রশিক্ষণ,prashikshan,পরশিক্ষণ,parashikshan," prashikshan, prashikshak, prashikshane, prashikshano, "," প্রশিক্ষণ, প্রশিক্ষক, প্রশিক্ষণে, প্রশিক্ষণও, ",yes
কোর্সের,courser,কোরসের,korsser," krosser, krosher, bosser, lordser, forser, "," ক্রোড়ের, ক্রোশের, বোসের, লর্ডসের, ফোর্সের, ",no
সপ্তাহ,saptah,সপতাহ,sapatah," saptah, sapath, saptahe, shapath, samatal, "," সপ্তাহ, সৎপথ, সপ্তাহে, শপথ, সমতল, ",yes
কোর্সে,course,কোরসে,korse," koro, kone, karte, korte, kore, "," কোরো, কোণে, করতেই, কোরতে, কোরি, ",no
ভর্তির,bharti,ভরতির,bharati," bharati, bharat, bharti, bhavati, bhakti, "," ভরতি, ভারত, ভর্তি, ভাবটি, ভক্তি, ",no
প্রশিক্ষণার্থীকে,prashikshanarthike,পরশিক্ষণার্থীকে,parashikshanarthike," prashikshanarthike, "," প্রশিক্ষণার্থীকে, ",yes
পঞ্চাশ,panchash,পঞচাশ,panchash," panchash, panchish, panchashi, pancham, manchasth, "," পঞ্চাশ, পঁচিশ, পঁচাশি, পঞ্চম, মঞ্চস্থ, ",yes
ভর্তি,bharti,ভরটি,bharti," bharti, bhakti, charti, bhari, bharte, "," ভর্তি, ভক্তি, চারটির, ভারী, ভারতে, ",yes
ন্যূনতম,nyuntam,নাূনতম,nantam," naam, janitam, jantam, manta, pantam, "," নাম, জানিতাম, জানতাম, মনটা, পড়তাম, ",no
শিক্ষাগত,shikshagat,শিক্কাগত,shikkagat," shikshagat, shikkabab, "," শিক্ষাগত, শিক্‌কাবাব, ",yes
যোগ্যতা,yogyata,যোজ্ঞতা,yojita," yojit, ajita, yojanta, yojna, fojia, "," আয়োজিত, অজ্ঞতা, আয়োজনটা, যোজনা, ফৌজিয়া, ",no
অষ্টম,ashtam,অষতম,aftam," aftab, astam, araam, haitam, yaitam, "," আফতাব, আসতাম, আরাম, হইতাম, যাইতাম, ",no
শ্রেণি,shreni,শরেণি,shareni," gharei, shreni, hareni, kareni, dharei, "," ঘরেই, শ্রেণী, হারেনি, করেনি, ধরেই, ",no
আত্মহত্যা,atmahatya,আতহত্যা,aathatya," kathata, maathata, maathatma, kathatma, bathata, "," কথাটা, মাথাটা, মাথাতেও, কথাতেও, ব্যাথাটা, ",no
ভ্রান্তধারণা,bhrantadharna,বরান্তধারণা,barantadharna," bhrantadharna, "," ভ্রান্তধারণা, ",yes
সাতক্ষীরা,satakshira,সাতক্কীরা,satakkira," satakshira, "," সাতক্ষীরার, ",no
দক্ষিণাঞ্চলে,dakshinanchale,দক্কিণাঞ্চলে,dakkinanchale," dakshinanchale, "," দক্ষিণাঞ্চলে, ",yes
বৃষ্টির,vrushtir,বৃষতির,vrushati," vrushti, srushti, drushti, vrushtir, drushyati, "," বৃষ্টি, সৃষ্টি, দৃষ্টি, বৃষ্টির, দৃশ্যটি, ",yes
চেয়ারম্যান,cheyarman,চেয়ারমাান,cheyarman," cheyarman, "," চেয়ারম্যান, ",no
মুক্তিযোদ্ধা,muktiyoddha,মুকতিযোদ্ধা,muktiyoddha," muktiyoddha, muktiyoddhar, muktiyuddh, muktiyuddhe, mushtiyoddha, "," মুক্তিযোদ্ধা, মুক্তিযোদ্ধার, মুক্তিযুদ্ধ, মুক্তিযুদ্ধে, মুষ্টিযোদ্ধা, ",yes
বিপ্লব,biplava,বিপলব,bipalab," balab, bimala, bipanan, biplabe, palab, "," বলব, বিমলা, বিপণন, বিপ্লবে, পালাব, ",no
জাহাঙ্গীর,jahangir,জাহাংগীর,jahangeer," jahangir, jahangirer, "," জাহাঙ্গীর, জাহাঙ্গীরের, ",yes
যুগ্ম,yugma,যুগ,yug," yug, jug, yuv, yoga, yaug, "," যুগ, জগ, যুব, যোগ, যৌগ, ",no
আড্ডা,adda,আদদা,adada," dada, alada, aada, apada, pada, "," দাদা, আলাদা, আদা, আপদ, পড়া, ",no
